Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
2L_8616756_8616756_Copia	2L	8616756	8616756	#ERROR!	RNA	LTR	Copia	Copia	NO	1	JUT-011	JUT-011_93_Copia	5144	0.956	3.400977009	4.22	HRR	YES	0	1	0
2L_8618256_8618256_Ivk	2L	8618256	8618256	#ERROR!	RNA	LINE	I	Ivk	NO	1	JUT-008	JUT-008_86_Ivk	5373	0.98	3.400977009	4.22	HRR	YES	0	1	0
2L_8620175_8620175_pogo	2L	8620175	8620175	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	TOM-007	TOM-007_122_pogo	1264	0.566	3.400977009	4.22	HRR	YES	0	1	0
2L_8621912_8621912_Doc6	2L	8621912	8621912	-	RNA	LINE	Jockey	Doc6	NO	1	RAL-177	RAL-177_116_Doc6	3962	0.896	3.400977009	4.22	HRR	YES	1	0	0
2L_8622813_8622813_gypsy1	2L	8622813	8622813	-	RNA	LTR	Gypsy	gypsy1	NO	1	RAL-091	RAL-091_141_gypsy1	7115	0.903	3.400977009	4.22	HRR	YES	1	0	0
2L_8623521_8623521_Idefix	2L	8623521	8623521	-	RNA	LTR	Gypsy	Idefix	NO	1	COR-014	COR-014_84_Idefix	600	0.055	3.400977009	4.22	HRR	YES	0	1	0
2L_8632321_8632321_H	2L	8632321	8632321	-	DNA	TIR	hAT-hobo	H	NO	1	GIM-024	GIM-024_87_H	1528	0.508	3.400977009	4.22	HRR	YES	0	1	0
2L_8633033_8633033_roo	2L	8633033	8633033	-	RNA	LTR	Pao	roo	NO	1	TOM-008	TOM-008_101_roo	8607	0.909	3.400977009	4.22	HRR	YES	0	1	0
2L_8633400_8633400_roo	2L	8633400	8633400	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-737	RAL-737_85_roo	9090	0.96	3.400977009	4.22	HRR	YES	1	0	0
2L_8639088_8639088_roo	2L	8639088	8639088	#ERROR!	RNA	LTR	Pao	roo	NO	1	TOM-008	TOM-008_102_roo	8790	0.928	3.400977009	4.22	HRR	YES	0	1	0
2L_8639605_8639605_Idefix	2L	8639605	8639605	#ERROR!	RNA	LTR	Gypsy	Idefix	NO	1	COR-018	COR-018_95_Idefix	582	0.053	3.400977009	4.22	HRR	YES	0	1	0
2L_8645445_8645445_F-element	2L	8645445	8645445	-	RNA	LINE	Jockey	F-element	NO	1	TOM-008	TOM-008_103_F-element	3034	0.641	3.400977009	4.22	HRR	YES	0	1	0
2L_8645669_8645669_412	2L	8645669	8645669	-	RNA	LTR	Gypsy	412	NO	1	B4	B4_81_412	7522	0.967	3.400977009	4.22	HRR	YES	1	0	0
2L_8659296_8659296_roo	2L	8659296	8659296	-	RNA	LTR	Pao	roo	NO	1	B1	B1_94_roo	9093	0.96	3.400977009	4.22	HRR	YES	1	0	0
2L_8661092_8661092_Transpac	2L	8661092	8661092	-	RNA	LTR	Gypsy	Transpac	NO	1	MUN-015	MUN-015_70_Transpac	5253	0.993	3.400977009	4.22	HRR	YES	0	1	0
2L_8661819_8661819_hopper	2L	8661819	8661819	#ERROR!	DNA	TIR	CMC-Transib	hopper	NO	1	B4	B4_82_hopper	1433	0.986	3.400977009	4.22	HRR	YES	1	0	0
ISO1_93_Doc4	2L	8667431	8667544	#ERROR!	RNA	LINE	Jockey	Doc4	YES	19	A6;JUT-008;AB8;GIM-012;JUT-011;TEN-015;A4;A1;SLA-001;MUN-015;LUN-007;COR-025;RAL-426;COR-023;TOM-007;MUN-009;MUN-020;ISO-1;LUN-004	A6_112_Doc4;JUT-008_87_Doc4;AB8_97_Doc4;GIM-012_90_Doc4;JUT-011_94_Doc4;TEN-015_92_Doc4;A4_91_Doc4;A1_94_Doc4;SLA-001_105_Doc4;MUN-015_71_Doc4;LUN-007_106_Doc4;COR-025_129_Doc4;RAL-426_122_Doc4;COR-023_84_Doc4;TOM-007_123_Doc4;MUN-009_84_Doc4;MUN-020_105_Doc4;ISO1_93_Doc4;LUN-004_78_Doc4	113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113	0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023	3.400977009	4.22	HRR	NO	4	13	2
2L_8669410_8669410_Tabor	2L	8669410	8669410	#ERROR!	RNA	LTR	Gypsy	Tabor	NO	1	COR-025	COR-025_130_Tabor	171	0.023	3.400977009	4.22	HRR	YES	0	1	0
2L_8673148_8673148_P-element	2L	8673148	8673148	#ERROR!	DNA	TIR	P	P-element	NO	1	RAL-737	RAL-737_86_P-element	1339	0.368	3.400977009	4.22	HRR	YES	1	0	0
2L_8683343_8683343_S-element	2L	8683343	8683343	#ERROR!	DNA	TIR	TcMar-Tc1	S-element	NO	1	RAL-177	RAL-177_117_S-element	1743	0.96	3.400977009	4.22	HRR	YES	1	0	0
2L_8687856_8687856_F-element	2L	8687856	8687856	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	A2	A2_105_F-element	3668	0.775	3.400977009	4.22	HRR	YES	1	0	0
2L_8693060_8693060_pogo	2L	8693060	8693060	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	LUN-007	LUN-007_107_pogo	186	0.083	3.400977009	4.22	HRR	YES	0	1	0
2L_8693390_8693390_297	2L	8693390	8693390	-	RNA	LTR	Gypsy	297	NO	1	GIM-012	GIM-012_95_297	2594	0.359	3.400977009	4.22	HRR	YES	0	1	0
2L_8693911_8693911_297	2L	8693911	8693911	-	RNA	LTR	Gypsy	297	NO	1	GIM-012	GIM-012_97_297	4114	0.569	3.400977009	4.22	HRR	YES	0	1	0
2L_8694822_8694822_I-element	2L	8694822	8694822	#ERROR!	RNA	LINE	I	I-element	NO	1	COR-014	COR-014_85_I-element	5346	0.981	3.400977009	4.22	HRR	YES	0	1	0
2L_8699976_8700046_P-element	2L	8699976	8700046	-	DNA	TIR	P	P-element	NO	2	ORE;STO-022	ORE_93_P-element;STO-022_102_P-element	1740;1147	0.478;0.315	1.407300831	4.21	HRR	YES	1	1	0
2L_8707699_8707699_jockey	2L	8707699	8707699	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	MUN-009	MUN-009_85_jockey	5005	0.995	1.407300831	4.21	HRR	YES	0	1	0
2L_8713954_8713954_297	2L	8713954	8713954	-	RNA	LTR	Gypsy	297	NO	1	MUN-016	MUN-016_94_297	6997	0.968	1.407300831	4.21	HRR	YES	0	1	0
2L_8716784_8716784_roo	2L	8716784	8716784	#ERROR!	RNA	LTR	Pao	roo	NO	1	B1	B1_95_roo	454	0.048	1.407300831	4.21	HRR	YES	1	0	0
2L_8718122_8718122_P-element	2L	8718122	8718122	#ERROR!	DNA	TIR	P	P-element	NO	1	JUT-008	JUT-008_88_P-element	1219	0.335	1.407300831	4.21	HRR	YES	0	1	0
2L_8721931_8721931_pogo	2L	8721931	8721931	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	RAL-059	RAL-059_184_pogo	187	0.084	1.407300831	4.21	HRR	YES	1	0	0
FBti0019139	2L	8723170	8731490	-	RNA	LTR	Gypsy	Tirant	YES	1	ISO-1	FBti0019139	8320	.	.	.	.	YES	1	0	0
2L_8733675_8733675_Nomad	2L	8733675	8733675	#ERROR!	RNA	LTR	Gypsy	Nomad	NO	1	A4	A4_92_Nomad	7512	0.97	1.407300831	4.21	HRR	YES	0	0	1
2L_8736661_8736661_roo	2L	8736661	8736661	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_88_roo	9007	0.951	1.407300831	4.21	HRR	YES	0	0	1
2L_8741328_8741328_pogo	2L	8741328	8741328	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	AKA-018	AKA-018_95_pogo	186	0.083	1.407300831	4.21	HRR	YES	0	1	0
2L_8742967_8742967_Quasimodo	2L	8742967	8742967	#ERROR!	RNA	LTR	Gypsy	Quasimodo	NO	1	B2	B2_103_Quasimodo	7378	0.98	1.407300831	4.21	HRR	YES	0	0	1
2L_8747086_8747086_H	2L	8747086	8747086	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	TOM-008	TOM-008_104_H	1698	0.564	1.407300831	4.21	HRR	YES	0	1	0
2L_8749851_8749851_H	2L	8749851	8749851	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	B4	B4_83_H	2843	0.945	1.407300831	4.21	HRR	YES	1	0	0
2L_8762458_8762458_412	2L	8762458	8762458	#ERROR!	RNA	LTR	Gypsy	412	NO	1	RAL-059	RAL-059_185_412	7552	0.971	1.407300831	4.21	HRR	YES	1	0	0
2L_8764222_8764222_412	2L	8764222	8764222	-	RNA	LTR	Gypsy	412	NO	1	RAL-375	RAL-375_104_412	7363	0.947	1.407300831	4.21	HRR	YES	1	0	0
2L_8768847_8768847_412	2L	8768847	8768847	-	RNA	LTR	Gypsy	412	NO	1	TOM-007	TOM-007_124_412	7441	0.957	1.407300831	4.21	HRR	YES	0	1	0
2L_8772203_8772203_F-element	2L	8772203	8772203	-	RNA	LINE	Jockey	F-element	NO	1	A4	A4_93_F-element	4690	0.991	1.407300831	4.21	HRR	YES	0	0	1
FBti0019755	2L	8776876	8777068	#ERROR!	RNA	LINE	Jockey	G4	YES	47	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_106_G4;ORE_94_G4;A6_113_G4;B6_96_G4;B4_84_G4;B3_77_G4;JUT-008_89_G4;MUN-008_108_G4;AB8_98_G4;AKA-017_91_G4;MUN-013_145_G4;A3_86_G4;STO-022_103_G4;B2_104_G4;GIM-012_91_G4;AKA-018_96_G4;JUT-011_95_G4;COR-018_96_G4;TEN-015_93_G4;RAL-177_118_G4;A4_94_G4;A1_95_G4;RAL-375_105_G4;SLA-001_106_G4;RAL-059_186_G4;A7_89_G4;MUN-015_72_G4;KIE-094_95_G4;GIM-024_88_G4;COR-014_86_G4;RAL-737_87_G4;LUN-007_108_G4;A5_96_G4;COR-025_131_G4;B1_96_G4;RAL-426_123_G4;COR-023_85_G4;RAL-091_142_G4;TOM-008_105_G4;RAL-176_104_G4;TOM-007_125_G4;MUN-009_86_G4;MUN-016_95_G4;MUN-020_106_G4;RAL-855_78_G4;FBti0019755;LUN-004_79_G4	205;205;205;205;169;169;169;169;169;205;204;169;169;205;205;169;169;169;169;170;169;169;169;169;207;169;169;169;205;205;169;169;205;169;169;166;169;204;205;205;169;205;169;168;170;192;169	0.053;0.053;0.053;0.053;0.044000000000000004;0.044000000000000004;0.044;0.044;0.044000000000000004;0.053;0.053;0.044000000000000004;0.044;0.053;0.053;0.044;0.044;0.044;0.044;0.044;0.044000000000000004;0.044000000000000004;0.044;0.044;0.053;0.044000000000000004;0.044;0.044;0.053;0.053;0.044;0.044;0.053;0.044;0.044000000000000004;0.043;0.044;0.053;0.053;0.053;0.044;0.053;0.044;0.043;0.044;.;0.044	1.407300831	4.21	HRR	YES	16	26	5
2L_8804049_8804049_HMS-Beagle	2L	8804049	8804049	#ERROR!	RNA	LTR	Gypsy	HMS-Beagle	NO	1	B3	B3_78_HMS-Beagle	7071	0.983	2.814601663	4.205	HRR	YES	0	0	1
2L_8808120_8808120_jockey	2L	8808120	8808120	-	RNA	LINE	Jockey	jockey	NO	1	AB8	AB8_99_jockey	304	0.06	2.814601663	4.205	HRR	YES	0	0	1
2L_8814575_8814575_I-element	2L	8814575	8814575	#ERROR!	RNA	LINE	I	I-element	NO	1	A2	A2_107_I-element	3861	0.709	2.814601663	4.205	HRR	YES	1	0	0
2L_8834387_8834387_Gypsy-24_Dya	2L	8834387	8834387	#ERROR!	RNA	LTR	Gypsy	Gypsy-24_Dya	NO	1	JUT-008	JUT-008_90_Gypsy-24_Dya	5291	0.958	2.814601663	4.205	HRR	YES	0	1	0
2L_8834403_8834403_rover	2L	8834403	8834403	-	RNA	LTR	Pao	rover	NO	1	GIM-024	GIM-024_89_rover	7256	0.925	2.814601663	4.205	HRR	YES	0	1	0
2L_8836105_8836105_Tirant	2L	8836105	8836105	#ERROR!	RNA	LTR	Gypsy	Tirant	NO	1	COR-023	COR-023_86_Tirant	6817	0.767	2.814601663	4.205	HRR	YES	0	1	0
2L_8840449_8840449_F-element	2L	8840449	8840449	-	RNA	LINE	Jockey	F-element	NO	1	AKA-018	AKA-018_97_F-element	2139	0.452	2.814601663	4.205	HRR	YES	0	1	0
2L_8844953_8844953_Quasimodo	2L	8844953	8844953	-	RNA	LTR	Gypsy	Quasimodo	NO	1	RAL-426	RAL-426_133_Quasimodo	320	0.043	2.814601663	4.205	HRR	YES	1	0	0
2L_8844954_8844954_297	2L	8844954	8844954	-	RNA	LTR	Gypsy	297	NO	1	RAL-426	RAL-426_134_297	6806	0.942	2.814601663	4.205	HRR	YES	1	0	0
2L_8851956_8851956_mdg3	2L	8851956	8851956	-	RNA	LTR	Gypsy	mdg3	NO	1	RAL-176	RAL-176_105_mdg3	5537	0.937	2.814601663	4.205	HRR	YES	1	0	0
2L_8851973_8851973_I-element	2L	8851973	8851973	#ERROR!	RNA	LINE	I	I-element	NO	1	MUN-020	MUN-020_107_I-element	2151	0.395	2.814601663	4.205	HRR	YES	0	1	0
2L_8857270_8857270_roo	2L	8857270	8857270	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-375	RAL-375_106_roo	9037	0.954	2.814601663	4.205	HRR	YES	1	0	0
2L_8860894_8860894_F-element	2L	8860894	8860894	-	RNA	LINE	Jockey	F-element	NO	1	B3	B3_79_F-element	1121	0.237	2.814601663	4.205	HRR	YES	0	0	1
2L_8861789_8861792_297	2L	8861789	8861792	#ERROR!	RNA	LTR	Gypsy	297	NO	4	MUN-009;GIM-024;AKA-017;MUN-013	AKA-017_92_297;MUN-013_146_297;GIM-024_90_297;MUN-009_87_297	5181;5194;5179;5187	0.717;0.719;0.717;0.718	2.814601663	4.205	HRR	YES	0	4	0
2L_8862617_8862617_297	2L	8862617	8862617	-	RNA	LTR	Gypsy	297	NO	1	MUN-015	MUN-015_73_297	7000	0.969	2.814601663	4.205	HRR	YES	0	1	0
2L_8862872_8862872_297	2L	8862872	8862872	-	RNA	LTR	Gypsy	297	NO	1	MUN-015	MUN-015_74_297	6975	0.965	2.814601663	4.205	HRR	YES	0	1	0
2L_8872209_8872209_roo	2L	8872209	8872209	-	RNA	LTR	Pao	roo	NO	1	MUN-020	MUN-020_108_roo	9044	0.955	2.814601663	4.205	HRR	YES	0	1	0
2L_8874977_8874977_H	2L	8874977	8874977	-	DNA	TIR	hAT-hobo	H	NO	1	RAL-855	RAL-855_79_H	2943	0.978	2.814601663	4.205	HRR	YES	1	0	0
2L_8885875_8885875_Doc6	2L	8885875	8885875	-	RNA	LINE	Jockey	Doc6	NO	1	B3	B3_80_Doc6	206	0.047	2.814601663	4.205	HRR	YES	0	0	1
2L_8887485_8887485_Max-element	2L	8887485	8887485	#ERROR!	RNA	LTR	Pao	Max-element	NO	1	RAL-177	RAL-177_119_Max-element	8569	0.929	2.814601663	4.205	HRR	YES	1	0	0
2L_8896544_8896544_roo	2L	8896544	8896544	-	RNA	LTR	Pao	roo	NO	1	B4	B4_85_roo	528	0.056	2.814601663	4.205	HRR	YES	1	0	0
2L_8898923_8898923_I-element	2L	8898923	8898923	#ERROR!	RNA	LINE	I	I-element	NO	1	COR-023	COR-023_87_I-element	1510	0.277	2.814601663	4.205	HRR	YES	0	1	0
2L_8898924_8898924_3S18	2L	8898924	8898924	#ERROR!	RNA	LTR	Pao	3S18	NO	1	COR-023	COR-023_88_3S18	362	0.059	2.814601663	4.205	HRR	YES	0	1	0
2L_8902237_8902237_INE-1	2L	8902237	8902237	#ERROR!	DNA	Helitron	INE-1	INE-1	NO	1	AKA-018	AKA-018_118_INE-1	161	0.236	4.221902494	4.195	HRR	YES	0	1	0
2L_8911292_8911296_Nomad	2L	8911292	8911296	-	RNA	LTR	Gypsy	Nomad	NO	2	ORE;B6	ORE_95_Nomad;B6_97_Nomad	376;7638	0.049;0.987	4.221902494	4.195	HRR	YES	2	0	0
2L_8911296_8911296_P-element	2L	8911296	8911296	-	DNA	TIR	P	P-element	NO	1	ORE	ORE_96_P-element	1112	0.305	4.221902494	4.195	HRR	YES	1	0	0
2L_8911800_8911800_Nomad	2L	8911800	8911800	-	RNA	LTR	Gypsy	Nomad	NO	1	ORE	ORE_97_Nomad	7254	0.937	4.221902494	4.195	HRR	YES	1	0	0
2L_8912579_8912579_diver	2L	8912579	8912579	#ERROR!	RNA	LTR	Pao	diver	NO	1	A6	A6_114_diver	6134	0.985	4.221902494	4.195	HRR	YES	1	0	0
2L_8916734_8916734_Max-element	2L	8916734	8916734	#ERROR!	RNA	LTR	Pao	Max-element	NO	1	AB8	AB8_100_Max-element	5727	0.621	4.221902494	4.195	HRR	YES	0	0	1
2L_8925266_8925268_NewFam14	2L	8925266	8925268	#ERROR!	DNA	MITE	NewFam	NewFam14	NO	8	TOM-008;B3;JUT-008;COR-018;TEN-015;MUN-020;STO-022;A7	B3_81_NewFam14;JUT-008_91_NewFam14;STO-022_104_NewFam14;COR-018_97_NewFam14;TEN-015_94_NewFam14;A7_90_NewFam14;TOM-008_106_NewFam14;MUN-020_109_NewFam14	112;112;112;112;112;112;112;112	0.08800000000000001;0.088;0.088;0.088;0.088;0.08800000000000001;0.088;0.088	4.221902494	4.195	HRR	NO	0	6	2
2L_8930616_8930616_mdg3	2L	8930616	8930616	-	RNA	LTR	Gypsy	mdg3	NO	1	AKA-017	AKA-017_93_mdg3	5518	0.934	4.221902494	4.195	HRR	YES	0	1	0
2L_8933503_8933503_roo	2L	8933503	8933503	-	RNA	LTR	Pao	roo	NO	1	GIM-024	GIM-024_91_roo	429	0.045	4.221902494	4.195	HRR	YES	0	1	0
2L_8936436_8936436_transib1	2L	8936436	8936436	#ERROR!	DNA	TIR	CMC-Transib	transib1	NO	1	KIE-094	KIE-094_167_transib1	2630	0.955	4.221902494	4.195	HRR	YES	0	1	0
2L_8939771_8939771_roo	2L	8939771	8939771	-	RNA	LTR	Pao	roo	NO	1	LUN-004	LUN-004_80_roo	8708	0.92	4.221902494	4.195	HRR	YES	0	1	0
2L_8940825_8940825_mdg3	2L	8940825	8940825	#ERROR!	RNA	LTR	Gypsy	mdg3	NO	1	RAL-177	RAL-177_120_mdg3	5513	0.933	4.221902494	4.195	HRR	YES	1	0	0
2L_8949304_8949304_blood	2L	8949304	8949304	-	RNA	LTR	Gypsy	blood	NO	1	KIE-094	KIE-094_168_blood	7448	0.985	4.221902494	4.195	HRR	YES	0	1	0
2L_8949620_8949620_NOF	2L	8949620	8949620	-	DNA	TIR	MULE-NOF	NOF	NO	1	SLA-001	SLA-001_107_NOF	215	0.041	4.221902494	4.195	HRR	YES	0	1	0
2L_8949738_8949738_FB4	2L	8949738	8949738	-	DNA	TIR	TcMar-Tc1	FB4	NO	1	SLA-001	SLA-001_108_FB4	2895	0.83	4.221902494	4.195	HRR	YES	0	1	0
2L_8950681_8950681_S-element	2L	8950681	8950681	#ERROR!	DNA	TIR	TcMar-Tc1	S-element	NO	1	B1	B1_97_S-element	1751	0.965	4.221902494	4.195	HRR	YES	1	0	0
2L_8951525_8951525_P-element	2L	8951525	8951525	#ERROR!	DNA	TIR	P	P-element	NO	1	COR-018	COR-018_98_P-element	1159	0.318	4.221902494	4.195	HRR	YES	0	1	0
2L_8951778_8951778_1360	2L	8951778	8951778	-	DNA	TIR	P	1360	NO	1	LUN-004	LUN-004_81_1360	1096	0.237	4.221902494	4.195	HRR	YES	0	1	0
ISO1_96_LARD	2L	8951972	8952158	#ERROR!	RNA	LARD	LARD	LARD	YES	46	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_108_LARD;ORE_98_LARD;A6_115_LARD;B6_98_LARD;B4_86_LARD;B3_82_LARD;JUT-008_92_LARD;MUN-008_109_LARD;AB8_101_LARD;AKA-017_94_LARD;MUN-013_147_LARD;A3_87_LARD;STO-022_105_LARD;GIM-012_92_LARD;AKA-018_119_LARD;JUT-011_96_LARD;COR-018_99_LARD;TEN-015_95_LARD;RAL-177_121_LARD;A4_95_LARD;A1_96_LARD;RAL-375_107_LARD;SLA-001_109_LARD;RAL-059_187_LARD;A7_91_LARD;MUN-015_75_LARD;KIE-094_96_LARD;GIM-024_92_LARD;COR-014_87_LARD;RAL-737_88_LARD;LUN-007_109_LARD;A5_97_LARD;COR-025_132_LARD;B1_98_LARD;RAL-426_135_LARD;COR-023_89_LARD;RAL-091_143_LARD;TOM-008_107_LARD;RAL-176_106_LARD;TOM-007_126_LARD;MUN-009_88_LARD;MUN-016_96_LARD;MUN-020_110_LARD;RAL-855_80_LARD;ISO1_96_LARD;LUN-004_82_LARD	226;223;186;223;223;217;166;186;186;185;224;191;194;225;186;192;185;225;167;185;186;223;192;167;187;187;193;234;181;190;186;217;193;234;186;223;180;187;182;217;224;222;221;186;186;186	0.009000000000000001;0.009000000000000001;0.006999999999999999;0.009000000000000001;0.009000000000000001;0.009000000000000001;0.007;0.007;0.006999999999999999;0.007;0.009;0.008;0.008;0.009;0.007;0.008;0.007;0.009;0.007;0.006999999999999999;0.006999999999999999;0.009;0.008;0.007;0.006999999999999999;0.007;0.008;0.009;0.007;0.008;0.007;0.009000000000000001;0.008;0.009000000000000001;0.007;0.009;0.007;0.007;0.007;0.009;0.009;0.009;0.009;0.007;0.007;0.007	4.221902494	4.195	HRR	YES	16	26	4
FBti0063777	2L	8952710	8952753	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	42	A2;ORE;A6;B6;B4;B3;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;A7;KIE-094;GIM-024;COR-014;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;ISO-1;LUN-004	A2_109_INE-1;ORE_99_INE-1;A6_116_INE-1;B6_99_INE-1;B4_87_INE-1;B3_83_INE-1;MUN-008_110_INE-1;AB8_102_INE-1;AKA-017_95_INE-1;MUN-013_148_INE-1;A3_88_INE-1;STO-022_106_INE-1;B2_105_INE-1;GIM-012_93_INE-1;AKA-018_120_INE-1;JUT-011_97_INE-1;COR-018_100_INE-1;TEN-015_96_INE-1;RAL-177_122_INE-1;A4_96_INE-1;A1_97_INE-1;RAL-375_108_INE-1;SLA-001_110_INE-1;A7_92_INE-1;KIE-094_97_INE-1;GIM-024_93_INE-1;COR-014_88_INE-1;LUN-007_110_INE-1;A5_98_INE-1;COR-025_133_INE-1;B1_99_INE-1;RAL-426_136_INE-1;COR-023_90_INE-1;RAL-091_144_INE-1;TOM-008_108_INE-1;RAL-176_107_INE-1;TOM-007_127_INE-1;MUN-009_89_INE-1;MUN-016_97_INE-1;MUN-020_111_INE-1;FBti0063777;LUN-004_83_INE-1	164;164;164;164;164;159;164;164;164;164;159;158;164;164;152;159;152;164;164;164;152;164;159;159;159;164;164;159;164;164;164;164;164;164;158;164;159;164;159;164;43;164	0.24;0.24;0.24;0.24;0.24;0.233;0.24;0.24;0.24;0.24;0.233;0.231;0.24;0.24;0.223;0.233;0.223;0.24;0.24;0.24;0.223;0.24;0.233;0.233;0.233;0.24;0.24;0.233;0.24;0.24;0.24;0.24;0.24;0.24;0.231;0.24;0.233;0.24;0.233;0.24;.;0.24	4.221902494	4.195	HRR	YES	13	24	5
2L_8956793_8956793_3S18	2L	8956793	8956793	#ERROR!	RNA	LTR	Pao	3S18	NO	1	AKA-018	AKA-018_121_3S18	5692	0.922	4.221902494	4.195	HRR	YES	0	1	0
2L_8959753_8959755_gypsy5	2L	8959753	8959755	-	RNA	LTR	Gypsy	gypsy5	NO	2	TOM-007;LUN-007	LUN-007_112_gypsy5;TOM-007_129_gypsy5	4468;4469	0.536;0.536	4.221902494	4.195	HRR	YES	0	2	0
2L_8959917_8959989_Ivk	2L	8959917	8959989	#ERROR!	RNA	LINE	I	Ivk	NO	22	A6;B6;B4;B3;JUT-008;MUN-008;AKA-017;STO-022;JUT-011;COR-018;TEN-015;SLA-001;A7;KIE-094;COR-014;LUN-007;B1;RAL-426;COR-023;TOM-007;MUN-009;RAL-855	A6_117_Ivk;B6_100_Ivk;B4_88_Ivk;B3_84_Ivk;JUT-008_93_Ivk;MUN-008_111_Ivk;AKA-017_96_Ivk;STO-022_107_Ivk;JUT-011_98_Ivk;COR-018_101_Ivk;TEN-015_97_Ivk;SLA-001_111_Ivk;A7_93_Ivk;KIE-094_98_Ivk;COR-014_89_Ivk;LUN-007_111_Ivk;B1_100_Ivk;RAL-426_137_Ivk;COR-023_91_Ivk;TOM-007_128_Ivk;MUN-009_90_Ivk;RAL-855_81_Ivk	315;313;315;315;315;313;315;315;315;315;119;315;315;315;314;4778;315;273;315;4779;315;315	0.057;0.057;0.057;0.057;0.057;0.057;0.057;0.057;0.057;0.057;0.022;0.057;0.057;0.057;0.057;0.871;0.057;0.05;0.057;0.872;0.057;0.057	4.221902494	4.195	HRR	YES	6	14	2
2L_8959917_8959989_Ivk.t1	2L	8959917	8959989	#ERROR!	RNA	LINE	I	Ivk	NO	1	RAL-855	RAL-855_83_Ivk	307	0.056	4.221902494	4.195	HRR	YES	1	0	0
2L_8964233_8964233_17-6	2L	8964233	8964233	-	RNA	LTR	Gypsy	17-6	NO	1	A3	A3_89_17-6	5720	0.736	4.221902494	4.195	HRR	YES	0	1	0
2L_8964974_8964974_412	2L	8964974	8964974	#ERROR!	RNA	LTR	Gypsy	412	NO	1	RAL-737	RAL-737_89_412	7483	0.962	4.221902494	4.195	HRR	YES	1	0	0
2L_8965416_8965438_Doc6	2L	8965416	8965438	#ERROR!	RNA	LINE	Jockey	Doc6	NO	4	A1;B3;RAL-855;COR-014	B3_85_Doc6;A1_98_Doc6;COR-014_90_Doc6;RAL-855_84_Doc6	4234;4234;4227;4167	0.958;0.958;0.956;0.943	4.221902494	4.195	HRR	YES	2	1	1
2L_8965416_8965438_Doc6.t1	2L	8965416	8965438	#ERROR!	RNA	LINE	Jockey	Doc6	NO	1	RAL-855	RAL-855_82_Doc6	4228	0.957	4.221902494	4.195	HRR	YES	1	0	0
